category,item,variety,date,price,unit
fruit,apples,bramleys_seedling,3/17/2025,1.35,kg
fruit,apples,coxs_orange_group,3/17/2025,1.26,kg
fruit,apples,braeburn,3/17/2025,1.17,kg
fruit,apples,gala,3/17/2025,1.24,kg
fruit,apples,other_mid_season,3/17/2025,1.37,kg
fruit,apples,other_late_season,3/17/2025,1.67,kg
fruit,pears,conference,3/17/2025,1.25,kg
vegetable,asparagus,asparagus,3/17/2025,18.58,kg
vegetable,beetroot,beetroot,3/17/2025,0.65,kg
vegetable,brussels_sprouts,brussels_sprouts,3/17/2025,1.14,kg
vegetable,pak_choi,pak_choi,3/17/2025,3.52,kg
vegetable,curly_kale,curly_kale,3/17/2025,4.01,kg
vegetable,cabbage,red,3/17/2025,0.63,kg
vegetable,cabbage,savoy,3/17/2025,0.67,head
vegetable,spring_greens,prepacked,3/17/2025,1.96,kg
vegetable,cabbage,white,3/17/2025,0.54,kg
vegetable,cabbage,round_green_other,3/17/2025,0.62,head
vegetable,carrots,topped_washed,3/17/2025,0.45,kg
vegetable,cauliflower,all,3/17/2025,0.8,head
vegetable,celeriac,celeriac,3/17/2025,0.81,kg
vegetable,cucumbers,cucumbers,3/17/2025,1.11,kg
vegetable,leeks,trimmed,3/17/2025,1.58,kg
vegetable,lettuce,butterhead_indoor,3/17/2025,0.48,head
vegetable,lettuce,little_gem,3/17/2025,0.96,twin
vegetable,onion,bulb_brown,3/17/2025,0.45,kg
vegetable,onion,bulb_red,3/17/2025,0.69,kg
vegetable,swede,swede,3/17/2025,0.27,kg
vegetable,turnip,turnip,3/17/2025,1.43,kg
vegetable,parsnips,all_varieties,3/17/2025,1.02,kg
vegetable,rhubarb,forced,3/17/2025,6.83,kg
vegetable,rhubarb,outdoor,3/17/2025,3.4,kg
cut_flowers,tulips,tulips,3/17/2025,0.37,stem
fruit,apples,bramleys_seedling,3/3/2025,1.38,kg
fruit,apples,coxs_orange_group,3/3/2025,1.32,kg
fruit,apples,egremont_russet,3/3/2025,1.2,kg
fruit,apples,braeburn,3/3/2025,1.19,kg
fruit,apples,gala,3/3/2025,1.24,kg
fruit,apples,other_mid_season,3/3/2025,1.1,kg
fruit,apples,other_late_season,3/3/2025,2.08,kg
fruit,pears,conference,3/3/2025,1.27,kg
vegetable,asparagus,asparagus,3/3/2025,19.37,kg
vegetable,beetroot,beetroot,3/3/2025,0.66,kg
vegetable,brussels_sprouts,brussels_sprouts,3/3/2025,1.16,kg
vegetable,pak_choi,pak_choi,3/3/2025,3.58,kg
vegetable,curly_kale,curly_kale,3/3/2025,4.51,kg
vegetable,cabbage,red,3/3/2025,0.6,kg
vegetable,cabbage,savoy,3/3/2025,0.71,head
vegetable,spring_greens,prepacked,3/3/2025,1.8,kg
vegetable,cabbage,white,3/3/2025,0.51,kg
vegetable,cabbage,round_green_other,3/3/2025,0.66,head
vegetable,carrots,topped_washed,3/3/2025,0.43,kg
vegetable,cauliflower,all,3/3/2025,0.85,head
vegetable,celeriac,celeriac,3/3/2025,0.79,kg
vegetable,leeks,trimmed,3/3/2025,1.48,kg
vegetable,lettuce,butterhead_indoor,3/3/2025,0.55,head
vegetable,lettuce,little_gem,3/3/2025,0.9,twin
vegetable,onion,bulb_brown,3/3/2025,0.48,kg
vegetable,onion,bulb_red,3/3/2025,0.66,kg
vegetable,swede,swede,3/3/2025,0.29,kg
vegetable,turnip,turnip,3/3/2025,1.7,kg
vegetable,parsnips,all_varieties,3/3/2025,1.02,kg
vegetable,rhubarb,forced,3/3/2025,7.24,kg
cut_flowers,tulips,tulips,3/3/2025,0.37,stem
fruit,apples,bramleys_seedling,2/17/2025,1.34,kg
fruit,apples,coxs_orange_group,2/17/2025,1.3,kg
fruit,apples,egremont_russet,2/17/2025,1.36,kg
fruit,apples,braeburn,2/17/2025,1.23,kg
fruit,apples,gala,2/17/2025,1.23,kg
fruit,apples,other_late_season,2/17/2025,1.21,kg
fruit,pears,conference,2/17/2025,1.36,kg
vegetable,beetroot,beetroot,2/17/2025,0.7,kg
vegetable,brussels_sprouts,brussels_sprouts,2/17/2025,1.17,kg
vegetable,pak_choi,pak_choi,2/17/2025,3.62,kg
vegetable,curly_kale,curly_kale,2/17/2025,4.44,kg
vegetable,cabbage,red,2/17/2025,0.59,kg
vegetable,cabbage,savoy,2/17/2025,0.66,head
vegetable,spring_greens,prepacked,2/17/2025,1.95,kg
vegetable,cabbage,white,2/17/2025,0.51,kg
vegetable,cabbage,round_green_other,2/17/2025,0.67,head
vegetable,carrots,topped_washed,2/17/2025,0.49,kg
vegetable,cauliflower,all,2/17/2025,1.09,head
vegetable,celeriac,celeriac,2/17/2025,0.83,kg
vegetable,cucumbers,cucumbers,2/17/2025,1.29,kg
vegetable,leeks,trimmed,2/17/2025,1.49,kg
vegetable,lettuce,butterhead_indoor,2/17/2025,0.52,head
vegetable,lettuce,little_gem,2/17/2025,0.86,twin
vegetable,onion,bulb_brown,2/17/2025,0.57,kg
vegetable,onion,bulb_red,2/17/2025,0.7,kg
vegetable,swede,swede,2/17/2025,0.31,kg
vegetable,turnip,turnip,2/17/2025,1.43,kg
vegetable,parsnips,all_varieties,2/17/2025,1.01,kg
vegetable,rhubarb,forced,2/17/2025,6.48,kg
cut_flowers,tulips,tulips,2/17/2025,0.48,stem
fruit,apples,bramleys_seedling,2/3/2025,1.36,kg
fruit,apples,coxs_orange_group,2/3/2025,1.36,kg
fruit,apples,egremont_russet,2/3/2025,1.38,kg
fruit,apples,braeburn,2/3/2025,1.19,kg
fruit,apples,gala,2/3/2025,1.24,kg
fruit,apples,other_late_season,2/3/2025,1.82,kg
fruit,pears,conference,2/3/2025,1.31,kg
vegetable,beetroot,beetroot,2/3/2025,0.69,kg
vegetable,brussels_sprouts,brussels_sprouts,2/3/2025,1.18,kg
vegetable,pak_choi,pak_choi,2/3/2025,3.62,kg
vegetable,curly_kale,curly_kale,2/3/2025,4.47,kg
vegetable,cabbage,red,2/3/2025,0.57,kg
vegetable,cabbage,savoy,2/3/2025,0.67,head
vegetable,spring_greens,prepacked,2/3/2025,1.76,kg
vegetable,cabbage,white,2/3/2025,0.5,kg
vegetable,cabbage,round_green_other,2/3/2025,0.69,head
vegetable,carrots,topped_washed,2/3/2025,0.44,kg
vegetable,cauliflower,all,2/3/2025,1.56,head
vegetable,celeriac,celeriac,2/3/2025,0.86,kg
vegetable,chinese_leaf,chinese_leaf,2/3/2025,1.19,kg
vegetable,cucumbers,cucumbers,2/3/2025,1.23,kg
vegetable,leeks,trimmed,2/3/2025,1.58,kg
vegetable,lettuce,butterhead_indoor,2/3/2025,0.55,head
vegetable,lettuce,little_gem,2/3/2025,0.88,twin
vegetable,onion,bulb_brown,2/3/2025,0.49,kg
vegetable,onion,bulb_red,2/3/2025,0.72,kg
vegetable,swede,swede,2/3/2025,0.32,kg
vegetable,turnip,turnip,2/3/2025,1.6,kg
vegetable,parsnips,all_varieties,2/3/2025,1.05,kg
vegetable,rhubarb,forced,2/3/2025,6.48,kg
cut_flowers,tulips,tulips,2/3/2025,0.43,stem
fruit,apples,bramleys_seedling,1/20/2025,1.35,kg
fruit,apples,coxs_orange_group,1/20/2025,1.27,kg
fruit,apples,egremont_russet,1/20/2025,1.44,kg
fruit,apples,braeburn,1/20/2025,1.19,kg
fruit,apples,gala,1/20/2025,1.16,kg
fruit,pears,conference,1/20/2025,1.3,kg
vegetable,beetroot,beetroot,1/20/2025,0.68,kg
vegetable,brussels_sprouts,brussels_sprouts,1/20/2025,1.13,kg
vegetable,pak_choi,pak_choi,1/20/2025,3.64,kg
vegetable,curly_kale,curly_kale,1/20/2025,4.41,kg
vegetable,cabbage,red,1/20/2025,0.54,kg
vegetable,cabbage,savoy,1/20/2025,0.67,head
vegetable,spring_greens,prepacked,1/20/2025,1.86,kg
vegetable,cabbage,white,1/20/2025,0.5,kg
vegetable,cabbage,round_green_other,1/20/2025,0.65,head
vegetable,carrots,topped_washed,1/20/2025,0.45,kg
vegetable,cauliflower,all,1/20/2025,1.34,head
vegetable,celeriac,celeriac,1/20/2025,0.88,kg
vegetable,chinese_leaf,chinese_leaf,1/20/2025,1.19,kg
vegetable,cucumbers,cucumbers,1/20/2025,1.47,kg
vegetable,leeks,trimmed,1/20/2025,1.57,kg
vegetable,lettuce,butterhead_indoor,1/20/2025,0.54,head
vegetable,lettuce,little_gem,1/20/2025,0.9,twin
vegetable,onion,bulb_brown,1/20/2025,0.48,kg
vegetable,onion,bulb_red,1/20/2025,0.71,kg
vegetable,swede,swede,1/20/2025,0.32,kg
vegetable,turnip,turnip,1/20/2025,1.55,kg
vegetable,parsnips,all_varieties,1/20/2025,1.11,kg
vegetable,rhubarb,forced,1/20/2025,6.44,kg
cut_flowers,tulips,tulips,1/20/2025,0.43,stem
fruit,apples,bramleys_seedling,12/20/2024,1.29,kg
fruit,apples,coxs_orange_group,12/20/2024,1.21,kg
fruit,apples,egremont_russet,12/20/2024,1.45,kg
fruit,apples,braeburn,12/20/2024,1.2,kg
fruit,apples,gala,12/20/2024,1.2,kg
fruit,apples,other_late_season,12/20/2024,1.25,kg
fruit,pears,conference,12/20/2024,1.14,kg
fruit,pears,doyenne_du_comice,12/20/2024,0.85,kg
vegetable,beetroot,beetroot,12/20/2024,0.68,kg
vegetable,brussels_sprouts,brussels_sprouts,12/20/2024,1.13,kg
vegetable,pak_choi,pak_choi,12/20/2024,3.38,kg
vegetable,curly_kale,curly_kale,12/20/2024,4.27,kg
vegetable,cabbage,red,12/20/2024,0.57,kg
vegetable,cabbage,savoy,12/20/2024,0.66,head
vegetable,spring_greens,prepacked,12/20/2024,1.49,kg
vegetable,cabbage,white,12/20/2024,0.51,kg
vegetable,cabbage,round_green_other,12/20/2024,0.64,head
vegetable,carrots,topped_washed,12/20/2024,0.47,kg
vegetable,cauliflower,all,12/20/2024,1.18,head
vegetable,celeriac,celeriac,12/20/2024,0.86,kg
vegetable,chinese_leaf,chinese_leaf,12/20/2024,1.26,kg
vegetable,cucumbers,cucumbers,12/20/2024,1.17,kg
vegetable,leeks,trimmed,12/20/2024,1.55,kg
vegetable,lettuce,butterhead_indoor,12/20/2024,0.52,head
vegetable,lettuce,little_gem,12/20/2024,0.86,twin
vegetable,onion,bulb_brown,12/20/2024,0.52,kg
vegetable,onion,bulb_red,12/20/2024,0.66,kg
vegetable,swede,swede,12/20/2024,0.32,kg
vegetable,turnip,turnip,12/20/2024,1.37,kg
vegetable,parsnips,all_varieties,12/20/2024,1.18,kg
vegetable,tomatoes,vine,12/20/2024,1.01,kg
cut_flowers,tulips,tulips,12/20/2024,0.41,stem
fruit,apples,bramleys_seedling,12/13/2024,1.29,kg
fruit,apples,coxs_orange_group,12/13/2024,1.19,kg
fruit,apples,egremont_russet,12/13/2024,1.35,kg
fruit,apples,braeburn,12/13/2024,1.15,kg
fruit,apples,gala,12/13/2024,1.17,kg
fruit,apples,other_late_season,12/13/2024,1.2,kg
fruit,pears,conference,12/13/2024,1.14,kg
fruit,pears,doyenne_du_comice,12/13/2024,0.85,kg
fruit,strawberries,strawberries,12/13/2024,4.8,kg
vegetable,beetroot,beetroot,12/13/2024,0.65,kg
vegetable,brussels_sprouts,brussels_sprouts,12/13/2024,1.08,kg
vegetable,pak_choi,pak_choi,12/13/2024,3.4,kg
vegetable,curly_kale,curly_kale,12/13/2024,4.29,kg
vegetable,cabbage,red,12/13/2024,0.58,kg
vegetable,cabbage,savoy,12/13/2024,0.65,head
vegetable,spring_greens,prepacked,12/13/2024,1.4,kg
vegetable,cabbage,summer_autumn_pointed,12/13/2024,0.6,kg
vegetable,cabbage,white,12/13/2024,0.51,kg
vegetable,cabbage,round_green_other,12/13/2024,0.66,head
vegetable,carrots,topped_washed,12/13/2024,0.48,kg
vegetable,cauliflower,all,12/13/2024,0.93,head
vegetable,celeriac,celeriac,12/13/2024,0.89,kg
vegetable,chinese_leaf,chinese_leaf,12/13/2024,1.19,kg
vegetable,leeks,trimmed,12/13/2024,1.6,kg
vegetable,lettuce,butterhead_indoor,12/13/2024,0.51,head
vegetable,lettuce,little_gem,12/13/2024,0.89,twin
vegetable,onion,bulb_brown,12/13/2024,0.55,kg
vegetable,onion,bulb_red,12/13/2024,0.65,kg
vegetable,swede,swede,12/13/2024,0.32,kg
vegetable,turnip,turnip,12/13/2024,1.39,kg
vegetable,parsnips,all_varieties,12/13/2024,1.2,kg
vegetable,tomatoes,vine,12/13/2024,1.06,kg
fruit,apples,bramleys_seedling,12/6/2024,1.32,kg
fruit,apples,coxs_orange_group,12/6/2024,1.2,kg
fruit,apples,egremont_russet,12/6/2024,1.38,kg
fruit,apples,braeburn,12/6/2024,1.14,kg
fruit,apples,gala,12/6/2024,1.2,kg
fruit,apples,other_late_season,12/6/2024,1.19,kg
fruit,pears,conference,12/6/2024,1.13,kg
fruit,pears,doyenne_du_comice,12/6/2024,0.85,kg
fruit,strawberries,strawberries,12/6/2024,3.71,kg
vegetable,beetroot,beetroot,12/6/2024,0.67,kg
vegetable,brussels_sprouts,brussels_sprouts,12/6/2024,1.04,kg
vegetable,pak_choi,pak_choi,12/6/2024,4.4,kg
vegetable,curly_kale,curly_kale,12/6/2024,4.28,kg
vegetable,cabbage,red,12/6/2024,0.57,kg
vegetable,cabbage,savoy,12/6/2024,0.67,head
vegetable,spring_greens,prepacked,12/6/2024,1.37,kg
vegetable,cabbage,summer_autumn_pointed,12/6/2024,0.6,kg
vegetable,cabbage,white,12/6/2024,0.51,kg
vegetable,cabbage,round_green_other,12/6/2024,0.64,head
vegetable,carrots,topped_washed,12/6/2024,0.48,kg
vegetable,cauliflower,all,12/6/2024,0.83,head
vegetable,celery,all_washed,12/6/2024,0.92,kg
vegetable,celeriac,celeriac,12/6/2024,0.85,kg
vegetable,chinese_leaf,chinese_leaf,12/6/2024,1.26,kg
vegetable,leeks,trimmed,12/6/2024,1.52,kg
vegetable,lettuce,butterhead_indoor,12/6/2024,0.5,head
vegetable,lettuce,little_gem,12/6/2024,0.94,twin
vegetable,onion,bulb_brown,12/6/2024,0.52,kg
vegetable,onion,bulb_red,12/6/2024,0.62,kg
vegetable,swede,swede,12/6/2024,0.32,kg
vegetable,turnip,turnip,12/6/2024,1.47,kg
vegetable,parsnips,all_varieties,12/6/2024,1.14,kg
vegetable,tomatoes,vine,12/6/2024,1.33,kg
fruit,apples,bramleys_seedling,11/29/2024,1.32,kg
fruit,apples,coxs_orange_group,11/29/2024,1.2,kg
fruit,apples,egremont_russet,11/29/2024,1.34,kg
fruit,apples,braeburn,11/29/2024,1.17,kg
fruit,apples,gala,11/29/2024,1.23,kg
fruit,apples,other_late_season,11/29/2024,1.11,kg
fruit,pears,conference,11/29/2024,1.11,kg
fruit,pears,doyenne_du_comice,11/29/2024,1.4,kg
fruit,pears,other,11/29/2024,1.13,kg
fruit,strawberries,strawberries,11/29/2024,3.71,kg
vegetable,beetroot,beetroot,11/29/2024,0.64,kg
vegetable,brussels_sprouts,brussels_sprouts,11/29/2024,0.95,kg
vegetable,pak_choi,pak_choi,11/29/2024,4.49,kg
vegetable,curly_kale,curly_kale,11/29/2024,4.31,kg
vegetable,cabbage,red,11/29/2024,0.58,kg
vegetable,cabbage,savoy,11/29/2024,0.68,head
vegetable,spring_greens,prepacked,11/29/2024,1.41,kg
vegetable,cabbage,summer_autumn_pointed,11/29/2024,0.6,kg
vegetable,cabbage,white,11/29/2024,0.54,kg
vegetable,cabbage,round_green_other,11/29/2024,0.62,head
vegetable,calabrese,calabrese,11/29/2024,1.12,kg
vegetable,carrots,topped_washed,11/29/2024,0.48,kg
vegetable,cauliflower,all,11/29/2024,0.78,head
vegetable,celery,all_washed,11/29/2024,0.92,kg
vegetable,celeriac,celeriac,11/29/2024,0.85,kg
vegetable,chinese_leaf,chinese_leaf,11/29/2024,1.28,kg
vegetable,leeks,trimmed,11/29/2024,1.53,kg
vegetable,lettuce,butterhead_indoor,11/29/2024,0.49,head
vegetable,lettuce,little_gem,11/29/2024,0.87,twin
vegetable,onion,bulb_brown,11/29/2024,0.53,kg
vegetable,onion,bulb_red,11/29/2024,0.64,kg
vegetable,swede,swede,11/29/2024,0.31,kg
vegetable,turnip,turnip,11/29/2024,1.26,kg
vegetable,parsnips,all_varieties,11/29/2024,1.05,kg
vegetable,tomatoes,vine,11/29/2024,1.53,kg
fruit,apples,bramleys_seedling,11/22/2024,1.3,kg
fruit,apples,coxs_orange_group,11/22/2024,1.17,kg
fruit,apples,egremont_russet,11/22/2024,1.62,kg
fruit,apples,braeburn,11/22/2024,1.17,kg
fruit,apples,gala,11/22/2024,1.21,kg
fruit,apples,other_late_season,11/22/2024,1.11,kg
fruit,pears,conference,11/22/2024,1.17,kg
fruit,pears,doyenne_du_comice,11/22/2024,1.4,kg
fruit,pears,other,11/22/2024,1.13,kg
fruit,strawberries,strawberries,11/22/2024,3.71,kg
vegetable,beetroot,beetroot,11/22/2024,0.62,kg
vegetable,brussels_sprouts,brussels_sprouts,11/22/2024,0.97,kg
vegetable,pak_choi,pak_choi,11/22/2024,3.48,kg
vegetable,curly_kale,curly_kale,11/22/2024,4.38,kg
vegetable,cabbage,red,11/22/2024,0.54,kg
vegetable,cabbage,savoy,11/22/2024,0.63,head
vegetable,spring_greens,prepacked,11/22/2024,1.41,kg
vegetable,cabbage,summer_autumn_pointed,11/22/2024,0.65,kg
vegetable,cabbage,white,11/22/2024,0.5,kg
vegetable,cabbage,round_green_other,11/22/2024,0.61,head
vegetable,calabrese,calabrese,11/22/2024,1.23,kg
vegetable,carrots,topped_washed,11/22/2024,0.49,kg
vegetable,cauliflower,all,11/22/2024,0.67,head
vegetable,celery,all_washed,11/22/2024,0.92,kg
vegetable,celeriac,celeriac,11/22/2024,0.79,kg
vegetable,chinese_leaf,chinese_leaf,11/22/2024,1.21,kg
vegetable,cucumbers,cucumbers,11/22/2024,0.82,kg
vegetable,leeks,trimmed,11/22/2024,1.56,kg
vegetable,lettuce,butterhead_indoor,11/22/2024,0.48,head
vegetable,lettuce,little_gem,11/22/2024,0.92,twin
vegetable,onion,bulb_brown,11/22/2024,0.52,kg
vegetable,onion,bulb_red,11/22/2024,0.64,kg
vegetable,swede,swede,11/22/2024,0.33,kg
vegetable,turnip,turnip,11/22/2024,1.47,kg
vegetable,parsnips,all_varieties,11/22/2024,0.99,kg
vegetable,spinach_leaf,loose_bunches,11/22/2024,2.44,kg
vegetable,tomatoes,round,11/22/2024,1.55,kg
fruit,apples,bramleys_seedling,11/15/2024,1.26,kg
fruit,apples,coxs_orange_group,11/15/2024,1.15,kg
fruit,apples,egremont_russet,11/15/2024,1.36,kg
fruit,apples,braeburn,11/15/2024,1.22,kg
fruit,apples,gala,11/15/2024,1.22,kg
fruit,apples,other_late_season,11/15/2024,1.07,kg
fruit,blackberries,blackberries,11/15/2024,12,kg
fruit,pears,conference,11/15/2024,1.11,kg
fruit,pears,doyenne_du_comice,11/15/2024,1.38,kg
fruit,pears,other,11/15/2024,1.05,kg
vegetable,beetroot,beetroot,11/15/2024,0.63,kg
vegetable,brussels_sprouts,brussels_sprouts,11/15/2024,0.94,kg
vegetable,pak_choi,pak_choi,11/15/2024,3.41,kg
vegetable,curly_kale,curly_kale,11/15/2024,4.26,kg
vegetable,cabbage,red,11/15/2024,0.54,kg
vegetable,cabbage,savoy,11/15/2024,0.67,head
vegetable,spring_greens,prepacked,11/15/2024,1.36,kg
vegetable,cabbage,summer_autumn_pointed,11/15/2024,0.89,kg
vegetable,cabbage,white,11/15/2024,0.53,kg
vegetable,cabbage,round_green_other,11/15/2024,0.61,head
vegetable,calabrese,calabrese,11/15/2024,1.49,kg
vegetable,carrots,topped_washed,11/15/2024,0.47,kg
vegetable,cauliflower,all,11/15/2024,0.64,head
vegetable,celery,all_washed,11/15/2024,1.05,kg
vegetable,celeriac,celeriac,11/15/2024,0.84,kg
vegetable,chinese_leaf,chinese_leaf,11/15/2024,1.3,kg
vegetable,coriander,coriander,11/15/2024,5.39,kg
vegetable,leeks,trimmed,11/15/2024,1.54,kg
vegetable,lettuce,butterhead_indoor,11/15/2024,0.47,head
vegetable,lettuce,cos,11/15/2024,0.75,head
vegetable,lettuce,little_gem,11/15/2024,0.94,twin
vegetable,onion,bulb_brown,11/15/2024,0.52,kg
vegetable,onion,bulb_red,11/15/2024,0.65,kg
vegetable,swede,swede,11/15/2024,0.33,kg
vegetable,turnip,turnip,11/15/2024,1.51,kg
vegetable,parsnips,all_varieties,11/15/2024,1.06,kg
vegetable,spinach_leaf,loose_bunches,11/15/2024,2.44,kg
vegetable,tomatoes,round,11/15/2024,1.2,kg
vegetable,tomatoes,vine,11/15/2024,4.25,kg
fruit,apples,bramleys_seedling,11/8/2024,1.25,kg
fruit,apples,coxs_orange_group,11/8/2024,1.11,kg
fruit,apples,egremont_russet,11/8/2024,1.3,kg
fruit,apples,braeburn,11/8/2024,1.31,kg
fruit,apples,gala,11/8/2024,1.15,kg
fruit,apples,other_mid_season,11/8/2024,0.81,kg
fruit,apples,other_late_season,11/8/2024,0.95,kg
fruit,blackberries,blackberries,11/8/2024,13.3,kg
fruit,pears,conference,11/8/2024,1.17,kg
fruit,pears,doyenne_du_comice,11/8/2024,1.5,kg
fruit,raspberries,raspberries,11/8/2024,6.8,kg
fruit,strawberries,strawberries,11/8/2024,3.91,kg
vegetable,beetroot,beetroot,11/8/2024,0.65,kg
vegetable,brussels_sprouts,brussels_sprouts,11/8/2024,0.93,kg
vegetable,pak_choi,pak_choi,11/8/2024,3.5,kg
vegetable,curly_kale,curly_kale,11/8/2024,4.18,kg
vegetable,cabbage,red,11/8/2024,0.55,kg
vegetable,cabbage,savoy,11/8/2024,0.64,head
vegetable,spring_greens,prepacked,11/8/2024,1.33,kg
vegetable,cabbage,summer_autumn_pointed,11/8/2024,0.82,kg
vegetable,cabbage,white,11/8/2024,0.53,kg
vegetable,cabbage,round_green_other,11/8/2024,0.62,head
vegetable,calabrese,calabrese,11/8/2024,1.51,kg
vegetable,capsicum,green,11/8/2024,0.86,kg
vegetable,capsicum,red,11/8/2024,0.8,kg
vegetable,capsicum,elongated,11/8/2024,1.8,kg
vegetable,carrots,topped_washed,11/8/2024,0.47,kg
vegetable,cauliflower,all,11/8/2024,0.66,head
vegetable,celery,all_washed,11/8/2024,1.08,kg
vegetable,celeriac,celeriac,11/8/2024,0.84,kg
vegetable,chinese_leaf,chinese_leaf,11/8/2024,1.22,kg
vegetable,coriander,coriander,11/8/2024,4.62,kg
vegetable,leeks,trimmed,11/8/2024,1.55,kg
vegetable,lettuce,butterhead_indoor,11/8/2024,0.46,head
vegetable,lettuce,cos,11/8/2024,0.85,head
vegetable,lettuce,little_gem,11/8/2024,0.9,twin
vegetable,onion,bulb_brown,11/8/2024,0.51,kg
vegetable,onion,bulb_red,11/8/2024,0.66,kg
vegetable,swede,swede,11/8/2024,0.32,kg
vegetable,turnip,turnip,11/8/2024,1.29,kg
vegetable,parsnips,all_varieties,11/8/2024,1.05,kg
vegetable,rhubarb,outdoor,11/8/2024,3.06,kg
vegetable,spinach_leaf,loose_bunches,11/8/2024,2.6,kg
vegetable,tomatoes,round,11/8/2024,1.08,kg
fruit,apples,bramleys_seedling,11/1/2024,1.22,kg
fruit,apples,coxs_orange_group,11/1/2024,1.23,kg
fruit,apples,egremont_russet,11/1/2024,1.34,kg
fruit,apples,braeburn,11/1/2024,1.33,kg
fruit,apples,gala,11/1/2024,1.16,kg
fruit,apples,other_mid_season,11/1/2024,1.28,kg
fruit,apples,other_late_season,11/1/2024,1,kg
fruit,blackberries,blackberries,11/1/2024,12.13,kg
fruit,pears,conference,11/1/2024,1.1,kg
fruit,pears,doyenne_du_comice,11/1/2024,1.63,kg
fruit,raspberries,raspberries,11/1/2024,8.56,kg
fruit,strawberries,strawberries,11/1/2024,5.05,kg
vegetable,beans,runner_climbing,11/1/2024,4.41,kg
vegetable,beetroot,beetroot,11/1/2024,0.67,kg
vegetable,brussels_sprouts,brussels_sprouts,11/1/2024,0.92,kg
vegetable,pak_choi,pak_choi,11/1/2024,3.45,kg
vegetable,curly_kale,curly_kale,11/1/2024,4.31,kg
vegetable,cabbage,red,11/1/2024,0.52,kg
vegetable,cabbage,savoy,11/1/2024,0.65,head
vegetable,spring_greens,prepacked,11/1/2024,1.37,kg
vegetable,cabbage,summer_autumn_pointed,11/1/2024,0.76,kg
vegetable,cabbage,white,11/1/2024,0.54,kg
vegetable,cabbage,round_green_other,11/1/2024,0.63,head
vegetable,calabrese,calabrese,11/1/2024,1.62,kg
vegetable,capsicum,green,11/1/2024,1.04,kg
vegetable,capsicum,red,11/1/2024,0.94,kg
vegetable,capsicum,elongated,11/1/2024,1.27,kg
vegetable,carrots,topped_washed,11/1/2024,0.52,kg
vegetable,cauliflower,all,11/1/2024,0.82,head
vegetable,celery,all_washed,11/1/2024,1.05,kg
vegetable,celeriac,celeriac,11/1/2024,0.89,kg
vegetable,chinese_leaf,chinese_leaf,11/1/2024,1.19,kg
vegetable,coriander,coriander,11/1/2024,4.12,kg
vegetable,cucumbers,cucumbers,11/1/2024,0.81,kg
vegetable,leeks,trimmed,11/1/2024,1.55,kg
vegetable,lettuce,butterhead_indoor,11/1/2024,0.43,head
vegetable,lettuce,cos,11/1/2024,0.72,head
vegetable,lettuce,crisp_iceberg_type,11/1/2024,0.56,head
vegetable,lettuce,little_gem,11/1/2024,0.84,twin
vegetable,rocket,rocket,11/1/2024,6,kg
vegetable,mixed_babyleaf_salad,pillow_pack,11/1/2024,5,kg
vegetable,onion,bulb_brown,11/1/2024,0.56,kg
vegetable,onion,bulb_red,11/1/2024,0.63,kg
vegetable,onion,saladspring,11/1/2024,0.37,kg
vegetable,swede,swede,11/1/2024,0.31,kg
vegetable,turnip,turnip,11/1/2024,1.59,kg
vegetable,parsnips,all_varieties,11/1/2024,1.07,kg
vegetable,rhubarb,outdoor,11/1/2024,3.06,kg
vegetable,spinach_leaf,loose_bunches,11/1/2024,2.6,kg
vegetable,sweetcorn,sweetcorn,11/1/2024,0.25,head
vegetable,tomatoes,round,11/1/2024,1.17,kg
fruit,apples,bramleys_seedling,10/25/2024,1.24,kg
fruit,apples,coxs_orange_group,10/25/2024,1.24,kg
fruit,apples,egremont_russet,10/25/2024,1.29,kg
fruit,apples,braeburn,10/25/2024,1.41,kg
fruit,apples,gala,10/25/2024,1.23,kg
fruit,apples,other_mid_season,10/25/2024,1.4,kg
fruit,apples,other_late_season,10/25/2024,1.03,kg
fruit,blackberries,blackberries,10/25/2024,12.48,kg
fruit,pears,conference,10/25/2024,1.25,kg
fruit,pears,doyenne_du_comice,10/25/2024,1.42,kg
fruit,raspberries,raspberries,10/25/2024,10.83,kg
fruit,strawberries,strawberries,10/25/2024,5.01,kg
vegetable,beans,runner_climbing,10/25/2024,4.85,kg
vegetable,beetroot,beetroot,10/25/2024,0.65,kg
vegetable,brussels_sprouts,brussels_sprouts,10/25/2024,0.95,kg
vegetable,pak_choi,pak_choi,10/25/2024,3.46,kg
vegetable,curly_kale,curly_kale,10/25/2024,4.15,kg
vegetable,cabbage,red,10/25/2024,0.54,kg
vegetable,cabbage,savoy,10/25/2024,0.65,head
vegetable,spring_greens,prepacked,10/25/2024,1.34,kg
vegetable,cabbage,summer_autumn_pointed,10/25/2024,0.71,kg
vegetable,cabbage,white,10/25/2024,0.53,kg
vegetable,cabbage,round_green_other,10/25/2024,0.65,head
vegetable,calabrese,calabrese,10/25/2024,1.82,kg
vegetable,capsicum,red,10/25/2024,1.03,kg
vegetable,capsicum,elongated,10/25/2024,1.46,kg
vegetable,carrots,topped_washed,10/25/2024,0.5,kg
vegetable,cauliflower,all,10/25/2024,0.95,head
vegetable,celery,all_washed,10/25/2024,1.06,kg
vegetable,celeriac,celeriac,10/25/2024,0.87,kg
