category,item,variety,date,price,unit
fruit,apples,gala,11/17/2023,1.09,kg
fruit,apples,other_early_season,11/17/2023,1.15,kg
fruit,apples,other_mid_season,11/17/2023,1.19,kg
fruit,apples,other_late_season,11/17/2023,1.13,kg
fruit,pears,conference,11/17/2023,1.1,kg
fruit,pears,doyenne_du_comice,11/17/2023,1.17,kg
fruit,raspberries,raspberries,11/17/2023,7.8,kg
fruit,strawberries,strawberries,11/17/2023,5.5,kg
vegetable,beetroot,beetroot,11/17/2023,0.76,kg
vegetable,brussels_sprouts,brussels_sprouts,11/17/2023,1.16,kg
vegetable,pak_choi,pak_choi,11/17/2023,3.33,kg
vegetable,curly_kale,curly_kale,11/17/2023,4.12,kg
vegetable,cabbage,red,11/17/2023,0.54,kg
vegetable,cabbage,savoy,11/17/2023,0.69,head
vegetable,spring_greens,prepacked,11/17/2023,1.38,kg
vegetable,cabbage,summer_autumn_pointed,11/17/2023,0.8,kg
vegetable,cabbage,white,11/17/2023,0.52,kg
vegetable,cabbage,round_green_other,11/17/2023,0.61,head
vegetable,capsicum,green,11/17/2023,1.13,kg
vegetable,capsicum,red,11/17/2023,1.05,kg
vegetable,capsicum,elongated,11/17/2023,1.2,kg
vegetable,carrots,topped_washed,11/17/2023,0.54,kg
vegetable,cauliflower,all,11/17/2023,2.06,head
vegetable,celery,all_washed,11/17/2023,1.04,kg
vegetable,celeriac,celeriac,11/17/2023,0.8,kg
vegetable,chinese_leaf,chinese_leaf,11/17/2023,1.17,kg
vegetable,coriander,coriander,11/17/2023,2.29,kg
vegetable,leeks,trimmed,11/17/2023,1.49,kg
vegetable,lettuce,butterhead_indoor,11/17/2023,0.47,head
vegetable,lettuce,little_gem,11/17/2023,0.85,twin
vegetable,onion,bulb_brown,11/17/2023,0.65,kg
vegetable,onion,bulb_red,11/17/2023,0.8,kg
vegetable,swede,swede,11/17/2023,0.31,kg
vegetable,turnip,turnip,11/17/2023,1.18,kg
vegetable,parsnips,all_varieties,11/17/2023,1.19,kg
vegetable,spinach_leaf,loose_bunches,11/17/2023,1.1,kg
vegetable,tomatoes,round,11/17/2023,1.08,kg
fruit,apples,bramleys_seedling,11/10/2023,1.23,kg
fruit,apples,coxs_orange_group,11/10/2023,1.28,kg
fruit,apples,egremont_russet,11/10/2023,1.32,kg
fruit,apples,braeburn,11/10/2023,1.22,kg
fruit,apples,gala,11/10/2023,1.12,kg
fruit,apples,other_early_season,11/10/2023,1.25,kg
fruit,apples,other_mid_season,11/10/2023,0.95,kg
fruit,apples,other_late_season,11/10/2023,1.13,kg
fruit,pears,conference,11/10/2023,1.04,kg
fruit,pears,doyenne_du_comice,11/10/2023,1.12,kg
fruit,raspberries,raspberries,11/10/2023,7.8,kg
fruit,strawberries,strawberries,11/10/2023,9.22,kg
vegetable,beetroot,beetroot,11/10/2023,0.64,kg
vegetable,brussels_sprouts,brussels_sprouts,11/10/2023,1.09,kg
vegetable,pak_choi,pak_choi,11/10/2023,3.38,kg
vegetable,curly_kale,curly_kale,11/10/2023,4.18,kg
vegetable,cabbage,red,11/10/2023,0.56,kg
vegetable,cabbage,savoy,11/10/2023,0.66,head
vegetable,spring_greens,prepacked,11/10/2023,1.4,kg
vegetable,cabbage,summer_autumn_pointed,11/10/2023,0.7,kg
vegetable,cabbage,white,11/10/2023,0.52,kg
vegetable,cabbage,round_green_other,11/10/2023,0.6,head
vegetable,calabrese,calabrese,11/10/2023,2.69,kg
vegetable,capsicum,green,11/10/2023,0.93,kg
vegetable,capsicum,red,11/10/2023,0.88,kg
vegetable,capsicum,elongated,11/10/2023,1.2,kg
vegetable,capsicum,yelloworange,11/10/2023,1.01,kg
vegetable,carrots,topped_washed,11/10/2023,0.53,kg
vegetable,cauliflower,all,11/10/2023,1.64,head
vegetable,celery,all_washed,11/10/2023,1.06,kg
vegetable,celeriac,celeriac,11/10/2023,0.82,kg
vegetable,chinese_leaf,chinese_leaf,11/10/2023,1.15,kg
vegetable,coriander,coriander,11/10/2023,2.26,kg
vegetable,cucumbers,cucumbers,11/10/2023,2.04,kg
vegetable,leeks,trimmed,11/10/2023,1.37,kg
vegetable,lettuce,butterhead_indoor,11/10/2023,0.46,head
vegetable,lettuce,cos,11/10/2023,1,head
vegetable,lettuce,crisp_iceberg_type,11/10/2023,1.03,head
vegetable,lettuce,little_gem,11/10/2023,0.82,twin
vegetable,mixed_babyleaf_salad,pillow_pack,11/10/2023,6.8,kg
vegetable,onion,bulb_brown,11/10/2023,0.63,kg
vegetable,onion,bulb_red,11/10/2023,0.78,kg
vegetable,swede,swede,11/10/2023,0.31,kg
vegetable,turnip,turnip,11/10/2023,1.69,kg
vegetable,parsnips,all_varieties,11/10/2023,1.21,kg
vegetable,spinach_leaf,loose_bunches,11/10/2023,1.5,kg
vegetable,tomatoes,round,11/10/2023,1.24,kg
vegetable,tomatoes,vine,11/10/2023,2,kg
fruit,apples,bramleys_seedling,11/3/2023,1.16,kg
fruit,apples,coxs_orange_group,11/3/2023,1.3,kg
fruit,apples,egremont_russet,11/3/2023,1.36,kg
fruit,apples,braeburn,11/3/2023,1.27,kg
fruit,apples,gala,11/3/2023,1.11,kg
fruit,apples,other_early_season,11/3/2023,1.16,kg
fruit,apples,other_mid_season,11/3/2023,0.95,kg
fruit,apples,other_late_season,11/3/2023,1.13,kg
fruit,pears,conference,11/3/2023,1.06,kg
fruit,pears,doyenne_du_comice,11/3/2023,0.98,kg
fruit,raspberries,raspberries,11/3/2023,11.1,kg
fruit,strawberries,strawberries,11/3/2023,5.65,kg
vegetable,beetroot,beetroot,11/3/2023,0.67,kg
vegetable,brussels_sprouts,brussels_sprouts,11/3/2023,1.07,kg
vegetable,pak_choi,pak_choi,11/3/2023,3.38,kg
vegetable,curly_kale,curly_kale,11/3/2023,4.46,kg
vegetable,cabbage,red,11/3/2023,0.57,kg
vegetable,cabbage,savoy,11/3/2023,0.63,head
vegetable,spring_greens,prepacked,11/3/2023,1.37,kg
vegetable,cabbage,summer_autumn_pointed,11/3/2023,0.79,kg
vegetable,cabbage,white,11/3/2023,0.53,kg
vegetable,cabbage,round_green_other,11/3/2023,0.59,head
vegetable,calabrese,calabrese,11/3/2023,2.53,kg
vegetable,capsicum,green,11/3/2023,0.95,kg
vegetable,capsicum,red,11/3/2023,0.99,kg
vegetable,capsicum,elongated,11/3/2023,1.22,kg
vegetable,capsicum,yelloworange,11/3/2023,0.92,kg
vegetable,carrots,topped_washed,11/3/2023,0.53,kg
vegetable,cauliflower,all,11/3/2023,1.46,head
vegetable,celery,all_washed,11/3/2023,1.01,kg
vegetable,celeriac,celeriac,11/3/2023,0.84,kg
vegetable,chinese_leaf,chinese_leaf,11/3/2023,1.13,kg
vegetable,coriander,coriander,11/3/2023,2.67,kg
vegetable,leeks,trimmed,11/3/2023,1.41,kg
vegetable,lettuce,butterhead_indoor,11/3/2023,0.45,head
vegetable,lettuce,little_gem,11/3/2023,0.79,twin
vegetable,mixed_babyleaf_salad,pillow_pack,11/3/2023,7,kg
vegetable,onion,bulb_brown,11/3/2023,0.68,kg
vegetable,onion,bulb_red,11/3/2023,0.76,kg
vegetable,swede,swede,11/3/2023,0.32,kg
vegetable,turnip,turnip,11/3/2023,0.98,kg
vegetable,parsnips,all_varieties,11/3/2023,1.21,kg
vegetable,spinach_leaf,loose_bunches,11/3/2023,1.63,kg
vegetable,tomatoes,round,11/3/2023,1.18,kg
vegetable,tomatoes,vine,11/3/2023,1.55,kg
fruit,apples,bramleys_seedling,10/27/2023,1.13,kg
fruit,apples,coxs_orange_group,10/27/2023,1.24,kg
fruit,apples,egremont_russet,10/27/2023,1.27,kg
fruit,apples,braeburn,10/27/2023,1.35,kg
fruit,apples,gala,10/27/2023,1.11,kg
fruit,apples,other_early_season,10/27/2023,1.19,kg
fruit,apples,other_mid_season,10/27/2023,0.95,kg
fruit,apples,other_late_season,10/27/2023,1.13,kg
fruit,pears,conference,10/27/2023,1.05,kg
fruit,pears,doyenne_du_comice,10/27/2023,1.16,kg
fruit,raspberries,raspberries,10/27/2023,9.82,kg
fruit,strawberries,strawberries,10/27/2023,5.73,kg
vegetable,beetroot,beetroot,10/27/2023,0.67,kg
vegetable,brussels_sprouts,brussels_sprouts,10/27/2023,1.07,kg
vegetable,pak_choi,pak_choi,10/27/2023,3.4,kg
vegetable,curly_kale,curly_kale,10/27/2023,4.32,kg
vegetable,cabbage,red,10/27/2023,0.56,kg
vegetable,cabbage,savoy,10/27/2023,0.64,head
vegetable,spring_greens,prepacked,10/27/2023,1.36,kg
vegetable,cabbage,summer_autumn_pointed,10/27/2023,0.75,kg
vegetable,cabbage,white,10/27/2023,0.51,kg
vegetable,cabbage,round_green_other,10/27/2023,0.59,head
vegetable,calabrese,calabrese,10/27/2023,2.89,kg
vegetable,capsicum,green,10/27/2023,1.03,kg
vegetable,capsicum,red,10/27/2023,1.51,kg
vegetable,capsicum,elongated,10/27/2023,1.7,kg
vegetable,capsicum,yelloworange,10/27/2023,1.56,kg
vegetable,carrots,topped_washed,10/27/2023,0.52,kg
vegetable,cauliflower,all,10/27/2023,1.37,head
vegetable,celery,all_washed,10/27/2023,0.98,kg
vegetable,celeriac,celeriac,10/27/2023,0.83,kg
vegetable,chinese_leaf,chinese_leaf,10/27/2023,1.11,kg
vegetable,coriander,coriander,10/27/2023,2.45,kg
vegetable,courgettes,courgettes,10/27/2023,1.16,kg
vegetable,cucumbers,cucumbers,10/27/2023,1.02,kg
vegetable,leeks,trimmed,10/27/2023,1.38,kg
vegetable,lettuce,butterhead_indoor,10/27/2023,0.47,head
vegetable,lettuce,cos,10/27/2023,0.7,head
vegetable,lettuce,crisp_iceberg_type,10/27/2023,1.02,head
vegetable,lettuce,little_gem,10/27/2023,0.78,twin
vegetable,rocket,rocket,10/27/2023,6.01,kg
vegetable,mixed_babyleaf_salad,pillow_pack,10/27/2023,4.94,kg
vegetable,onion,bulb_brown,10/27/2023,0.66,kg
vegetable,onion,bulb_red,10/27/2023,0.76,kg
vegetable,onion,saladspring,10/27/2023,0.4,kg
vegetable,swede,swede,10/27/2023,0.32,kg
vegetable,turnip,turnip,10/27/2023,1.05,kg
vegetable,parsnips,all_varieties,10/27/2023,1.15,kg
vegetable,spinach_leaf,loose_bunches,10/27/2023,1.55,kg
vegetable,tomatoes,round,10/27/2023,1.62,kg
vegetable,tomatoes,cherry,10/27/2023,3,kg
fruit,apples,bramleys_seedling,10/20/2023,1.12,kg
fruit,apples,coxs_orange_group,10/20/2023,1.23,kg
fruit,apples,egremont_russet,10/20/2023,1.29,kg
fruit,apples,braeburn,10/20/2023,1.45,kg
fruit,apples,gala,10/20/2023,1.16,kg
fruit,apples,other_early_season,10/20/2023,1.15,kg
fruit,apples,other_mid_season,10/20/2023,0.84,kg
fruit,apples,other_late_season,10/20/2023,1.25,kg
fruit,blackberries,blackberries,10/20/2023,14.66,kg
fruit,blueberries,blueberries,10/20/2023,10.15,kg
fruit,pears,conference,10/20/2023,1.03,kg
fruit,pears,doyenne_du_comice,10/20/2023,1.13,kg
fruit,raspberries,raspberries,10/20/2023,12.93,kg
fruit,strawberries,strawberries,10/20/2023,4.25,kg
vegetable,beetroot,beetroot,10/20/2023,0.67,kg
vegetable,brussels_sprouts,brussels_sprouts,10/20/2023,1.09,kg
vegetable,pak_choi,pak_choi,10/20/2023,3.81,kg
vegetable,curly_kale,curly_kale,10/20/2023,4.28,kg
vegetable,cabbage,red,10/20/2023,0.55,kg
vegetable,cabbage,savoy,10/20/2023,0.62,head
vegetable,spring_greens,prepacked,10/20/2023,1.38,kg
vegetable,cabbage,summer_autumn_pointed,10/20/2023,0.72,kg
vegetable,cabbage,white,10/20/2023,0.51,kg
vegetable,cabbage,round_green_other,10/20/2023,0.6,head
vegetable,calabrese,calabrese,10/20/2023,3.13,kg
vegetable,capsicum,green,10/20/2023,1.24,kg
vegetable,capsicum,red,10/20/2023,0.98,kg
vegetable,capsicum,elongated,10/20/2023,2,kg
vegetable,capsicum,yelloworange,10/20/2023,1.05,kg
vegetable,carrots,topped_washed,10/20/2023,0.54,kg
vegetable,cauliflower,all,10/20/2023,1.48,head
vegetable,celery,all_washed,10/20/2023,1,kg
vegetable,celeriac,celeriac,10/20/2023,0.81,kg
vegetable,chinese_leaf,chinese_leaf,10/20/2023,1.12,kg
vegetable,coriander,coriander,10/20/2023,2.57,kg
vegetable,courgettes,courgettes,10/20/2023,1.21,kg
vegetable,cucumbers,cucumbers,10/20/2023,0.98,kg
vegetable,leeks,trimmed,10/20/2023,1.42,kg
vegetable,lettuce,butterhead_indoor,10/20/2023,0.46,head
vegetable,lettuce,cos,10/20/2023,0.69,head
vegetable,lettuce,crisp_iceberg_type,10/20/2023,0.7,head
vegetable,lettuce,little_gem,10/20/2023,0.78,twin
vegetable,mixed_babyleaf_salad,pillow_pack,10/20/2023,6.5,kg
vegetable,onion,bulb_brown,10/20/2023,0.66,kg
vegetable,onion,bulb_red,10/20/2023,0.73,kg
vegetable,onion,saladspring,10/20/2023,0.4,kg
vegetable,swede,swede,10/20/2023,0.33,kg
vegetable,turnip,turnip,10/20/2023,0.91,kg
vegetable,parsnips,all_varieties,10/20/2023,1.12,kg
vegetable,spinach_leaf,loose_bunches,10/20/2023,1.89,kg
vegetable,sweetcorn,sweetcorn,10/20/2023,0.27,head
vegetable,tomatoes,round,10/20/2023,2.21,kg
fruit,apples,bramleys_seedling,10/13/2023,1.14,kg
fruit,apples,coxs_orange_group,10/13/2023,1.21,kg
fruit,apples,egremont_russet,10/13/2023,1.44,kg
fruit,apples,gala,10/13/2023,1.21,kg
fruit,apples,other_early_season,10/13/2023,1.07,kg
fruit,apples,other_mid_season,10/13/2023,0.83,kg
fruit,blackberries,blackberries,10/13/2023,16,kg
fruit,blueberries,blueberries,10/13/2023,11.1,kg
fruit,pears,conference,10/13/2023,1,kg
fruit,pears,doyenne_du_comice,10/13/2023,1.23,kg
fruit,raspberries,raspberries,10/13/2023,12.15,kg
fruit,strawberries,strawberries,10/13/2023,4.41,kg
vegetable,beans,runner_climbing,10/13/2023,5.51,kg
vegetable,beetroot,beetroot,10/13/2023,0.68,kg
vegetable,brussels_sprouts,brussels_sprouts,10/13/2023,1.1,kg
vegetable,pak_choi,pak_choi,10/13/2023,3.85,kg
vegetable,curly_kale,curly_kale,10/13/2023,4.32,kg
vegetable,cabbage,red,10/13/2023,0.57,kg
vegetable,cabbage,savoy,10/13/2023,0.61,head
vegetable,spring_greens,prepacked,10/13/2023,1.4,kg
vegetable,cabbage,summer_autumn_pointed,10/13/2023,0.74,kg
vegetable,cabbage,white,10/13/2023,0.54,kg
vegetable,cabbage,round_green_other,10/13/2023,0.63,head
vegetable,calabrese,calabrese,10/13/2023,3.26,kg
vegetable,capsicum,green,10/13/2023,1.03,kg
vegetable,capsicum,red,10/13/2023,1.05,kg
vegetable,capsicum,elongated,10/13/2023,2,kg
vegetable,capsicum,yelloworange,10/13/2023,1.05,kg
vegetable,carrots,topped_washed,10/13/2023,0.54,kg
vegetable,cauliflower,all,10/13/2023,1.41,head
vegetable,celery,all_washed,10/13/2023,1.01,kg
vegetable,celeriac,celeriac,10/13/2023,0.82,kg
vegetable,chinese_leaf,chinese_leaf,10/13/2023,1.14,kg
vegetable,coriander,coriander,10/13/2023,2.31,kg
vegetable,courgettes,courgettes,10/13/2023,0.99,kg
vegetable,cucumbers,cucumbers,10/13/2023,0.96,kg
vegetable,leeks,trimmed,10/13/2023,1.48,kg
vegetable,lettuce,butterhead_indoor,10/13/2023,0.46,head
vegetable,lettuce,cos,10/13/2023,0.68,head
vegetable,lettuce,crisp_iceberg_type,10/13/2023,0.68,head
vegetable,lettuce,little_gem,10/13/2023,0.76,twin
vegetable,mixed_babyleaf_salad,pillow_pack,10/13/2023,5.41,kg
vegetable,onion,bulb_brown,10/13/2023,0.65,kg
vegetable,onion,bulb_red,10/13/2023,0.66,kg
vegetable,onion,saladspring,10/13/2023,0.47,kg
vegetable,swede,swede,10/13/2023,0.35,kg
vegetable,turnip,turnip,10/13/2023,0.89,kg
vegetable,parsnips,all_varieties,10/13/2023,1.15,kg
vegetable,rhubarb,outdoor,10/13/2023,2.2,kg
vegetable,spinach_leaf,loose_bunches,10/13/2023,1.9,kg
vegetable,sweetcorn,sweetcorn,10/13/2023,0.31,head
vegetable,tomatoes,round,10/13/2023,1.58,kg
vegetable,tomatoes,vine,10/13/2023,1.8,kg
fruit,apples,bramleys_seedling,10/6/2023,1.23,kg
fruit,apples,coxs_orange_group,10/6/2023,1.35,kg
fruit,apples,egremont_russet,10/6/2023,1.47,kg
fruit,apples,gala,10/6/2023,1.26,kg
fruit,apples,other_early_season,10/6/2023,1.09,kg
fruit,apples,other_mid_season,10/6/2023,0.93,kg
fruit,blackberries,blackberries,10/6/2023,11.11,kg
fruit,blueberries,blueberries,10/6/2023,9.99,kg
fruit,pears,conference,10/6/2023,1.03,kg
fruit,pears,doyenne_du_comice,10/6/2023,0.95,kg
fruit,plums,all_other,10/6/2023,3.3,kg
fruit,raspberries,raspberries,10/6/2023,12.03,kg
fruit,strawberries,strawberries,10/6/2023,3.44,kg
vegetable,beans,broad,10/6/2023,2.18,kg
vegetable,beans,runner_climbing,10/6/2023,1.7,kg
vegetable,beetroot,beetroot,10/6/2023,0.75,kg
vegetable,brussels_sprouts,brussels_sprouts,10/6/2023,1.1,kg
vegetable,pak_choi,pak_choi,10/6/2023,3.96,kg
vegetable,curly_kale,curly_kale,10/6/2023,3.98,kg
vegetable,cabbage,red,10/6/2023,0.59,kg
vegetable,cabbage,savoy,10/6/2023,0.6,head
vegetable,spring_greens,prepacked,10/6/2023,1.4,kg
vegetable,cabbage,summer_autumn_pointed,10/6/2023,0.77,kg
vegetable,cabbage,white,10/6/2023,0.55,kg
vegetable,cabbage,round_green_other,10/6/2023,0.63,head
vegetable,calabrese,calabrese,10/6/2023,2.73,kg
vegetable,capsicum,green,10/6/2023,1.44,kg
vegetable,capsicum,red,10/6/2023,1.15,kg
vegetable,capsicum,elongated,10/6/2023,3,kg
vegetable,capsicum,yelloworange,10/6/2023,2.6,kg
vegetable,carrots,topped_washed,10/6/2023,0.55,kg
vegetable,cauliflower,all,10/6/2023,1.08,head
vegetable,celery,all_washed,10/6/2023,1.07,kg
vegetable,celeriac,celeriac,10/6/2023,0.87,kg
vegetable,chinese_leaf,chinese_leaf,10/6/2023,1.2,kg
vegetable,coriander,coriander,10/6/2023,2.2,kg
vegetable,courgettes,courgettes,10/6/2023,1.15,kg
vegetable,cucumbers,cucumbers,10/6/2023,1.05,kg
vegetable,leeks,trimmed,10/6/2023,1.34,kg
vegetable,lettuce,butterhead_indoor,10/6/2023,0.48,head
vegetable,lettuce,cos,10/6/2023,0.71,head
vegetable,lettuce,crisp_iceberg_type,10/6/2023,0.69,head
vegetable,lettuce,little_gem,10/6/2023,0.83,twin
vegetable,mixed_babyleaf_salad,pillow_pack,10/6/2023,6.04,kg
vegetable,onion,bulb_brown,10/6/2023,0.71,kg
vegetable,onion,bulb_red,10/6/2023,0.66,kg
vegetable,onion,saladspring,10/6/2023,0.43,kg
vegetable,swede,swede,10/6/2023,0.36,kg
vegetable,turnip,turnip,10/6/2023,0.88,kg
vegetable,parsnips,all_varieties,10/6/2023,1.19,kg
vegetable,rhubarb,outdoor,10/6/2023,2.22,kg
vegetable,spinach_leaf,loose_bunches,10/6/2023,1.83,kg
vegetable,sweetcorn,sweetcorn,10/6/2023,0.32,head
vegetable,tomatoes,round,10/6/2023,1.25,kg
vegetable,tomatoes,vine,10/6/2023,1.73,kg
fruit,apples,bramleys_seedling,9/29/2023,1.12,kg
fruit,apples,coxs_orange_group,9/29/2023,1.34,kg
fruit,apples,egremont_russet,9/29/2023,1.47,kg
fruit,apples,gala,9/29/2023,1.22,kg
fruit,apples,other_early_season,9/29/2023,0.99,kg
fruit,apples,other_mid_season,9/29/2023,1.05,kg
fruit,blackberries,blackberries,9/29/2023,12,kg
fruit,blueberries,blueberries,9/29/2023,9.08,kg
fruit,pears,conference,9/29/2023,1.06,kg
fruit,pears,doyenne_du_comice,9/29/2023,1.19,kg
fruit,plums,all_other,9/29/2023,2.25,kg
fruit,raspberries,raspberries,9/29/2023,8.85,kg
fruit,strawberries,strawberries,9/29/2023,4.66,kg
vegetable,beans,broad,9/29/2023,2.29,kg
vegetable,beans,runner_climbing,9/29/2023,3.05,kg
vegetable,beetroot,beetroot,9/29/2023,0.68,kg
vegetable,brussels_sprouts,brussels_sprouts,9/29/2023,1.1,kg
vegetable,pak_choi,pak_choi,9/29/2023,3.82,kg
vegetable,curly_kale,curly_kale,9/29/2023,4.03,kg
vegetable,cabbage,red,9/29/2023,0.62,kg
vegetable,cabbage,savoy,9/29/2023,0.6,head
vegetable,spring_greens,prepacked,9/29/2023,1.39,kg
vegetable,cabbage,summer_autumn_pointed,9/29/2023,0.76,kg
vegetable,cabbage,white,9/29/2023,0.56,kg
vegetable,cabbage,round_green_other,9/29/2023,0.66,head
vegetable,calabrese,calabrese,9/29/2023,2.24,kg
vegetable,capsicum,green,9/29/2023,1.1,kg
vegetable,capsicum,red,9/29/2023,1.47,kg
vegetable,capsicum,elongated,9/29/2023,2,kg
vegetable,capsicum,yelloworange,9/29/2023,1.95,kg
vegetable,carrots,topped_washed,9/29/2023,0.56,kg
vegetable,cauliflower,all,9/29/2023,0.87,head
vegetable,celery,all_washed,9/29/2023,1.05,kg
vegetable,celeriac,celeriac,9/29/2023,0.86,kg
vegetable,chinese_leaf,chinese_leaf,9/29/2023,1.1,kg
vegetable,coriander,coriander,9/29/2023,2.2,kg
vegetable,courgettes,courgettes,9/29/2023,1.05,kg
vegetable,cucumbers,cucumbers,9/29/2023,1.21,kg
vegetable,leeks,trimmed,9/29/2023,1.46,kg
vegetable,lettuce,butterhead_indoor,9/29/2023,0.47,head
vegetable,lettuce,cos,9/29/2023,0.67,head
vegetable,lettuce,crisp_iceberg_type,9/29/2023,0.66,head
vegetable,lettuce,little_gem,9/29/2023,0.74,twin
vegetable,rocket,rocket,9/29/2023,5.28,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/29/2023,5.14,kg
vegetable,onion,bulb_brown,9/29/2023,0.77,kg
vegetable,onion,bulb_red,9/29/2023,0.79,kg
vegetable,onion,saladspring,9/29/2023,0.46,kg
vegetable,swede,swede,9/29/2023,0.36,kg
vegetable,turnip,turnip,9/29/2023,0.89,kg
vegetable,parsnips,all_varieties,9/29/2023,1.22,kg
vegetable,rhubarb,outdoor,9/29/2023,1.7,kg
vegetable,spinach_leaf,loose_bunches,9/29/2023,1.74,kg
vegetable,sweetcorn,sweetcorn,9/29/2023,0.34,head
vegetable,tomatoes,round,9/29/2023,1.34,kg
fruit,apples,bramleys_seedling,9/22/2023,1.07,kg
fruit,apples,coxs_orange_group,9/22/2023,1.34,kg
fruit,apples,egremont_russet,9/22/2023,1.49,kg
fruit,apples,gala,9/22/2023,1.38,kg
fruit,apples,other_early_season,9/22/2023,1,kg
fruit,blackberries,blackberries,9/22/2023,11,kg
fruit,blueberries,blueberries,9/22/2023,8.69,kg
fruit,pears,conference,9/22/2023,1.16,kg
fruit,pears,doyenne_du_comice,9/22/2023,1.15,kg
fruit,plums,victoria,9/22/2023,2.66,kg
fruit,plums,all_other,9/22/2023,2.24,kg
fruit,raspberries,raspberries,9/22/2023,7.49,kg
fruit,strawberries,strawberries,9/22/2023,3.48,kg
vegetable,beans,broad,9/22/2023,2.37,kg
vegetable,beans,runner_climbing,9/22/2023,2.31,kg
vegetable,beetroot,beetroot,9/22/2023,0.74,kg
vegetable,brussels_sprouts,brussels_sprouts,9/22/2023,1.17,kg
vegetable,pak_choi,pak_choi,9/22/2023,3.69,kg
vegetable,curly_kale,curly_kale,9/22/2023,4.1,kg
vegetable,cabbage,red,9/22/2023,0.67,kg
vegetable,cabbage,savoy,9/22/2023,0.61,head
vegetable,spring_greens,prepacked,9/22/2023,1.32,kg
vegetable,cabbage,summer_autumn_pointed,9/22/2023,0.75,kg
vegetable,cabbage,white,9/22/2023,0.58,kg
vegetable,cabbage,round_green_other,9/22/2023,0.67,head
vegetable,calabrese,calabrese,9/22/2023,2.04,kg
vegetable,capsicum,green,9/22/2023,1.45,kg
vegetable,capsicum,red,9/22/2023,1.42,kg
vegetable,capsicum,yelloworange,9/22/2023,2.4,kg
vegetable,carrots,topped_washed,9/22/2023,0.56,kg
vegetable,cauliflower,all,9/22/2023,0.71,head
vegetable,celery,all_washed,9/22/2023,1.02,kg
vegetable,celeriac,celeriac,9/22/2023,0.83,kg
vegetable,chinese_leaf,chinese_leaf,9/22/2023,1.09,kg
vegetable,coriander,coriander,9/22/2023,2.28,kg
vegetable,courgettes,courgettes,9/22/2023,1.12,kg
vegetable,cucumbers,cucumbers,9/22/2023,1.13,kg
vegetable,leeks,trimmed,9/22/2023,1.46,kg
vegetable,lettuce,butterhead_indoor,9/22/2023,0.46,head
vegetable,lettuce,cos,9/22/2023,0.67,head
vegetable,lettuce,crisp_iceberg_type,9/22/2023,0.68,head
vegetable,lettuce,little_gem,9/22/2023,0.74,twin
vegetable,rocket,rocket,9/22/2023,5.48,kg
vegetable,mixed_babyleaf_salad,pillow_pack,9/22/2023,5.52,kg
vegetable,onion,bulb_brown,9/22/2023,0.73,kg
vegetable,onion,bulb_red,9/22/2023,0.85,kg
vegetable,onion,saladspring,9/22/2023,0.46,kg
vegetable,swede,swede,9/22/2023,0.39,kg
vegetable,turnip,turnip,9/22/2023,0.9,kg
vegetable,parsnips,all_varieties,9/22/2023,1.26,kg
vegetable,peas,shelling_all_varieties,9/22/2023,2.64,kg
vegetable,rhubarb,outdoor,9/22/2023,1.64,kg
vegetable,spinach_leaf,loose_bunches,9/22/2023,1.7,kg
vegetable,sweetcorn,sweetcorn,9/22/2023,0.33,head
vegetable,tomatoes,round,9/22/2023,1.58,kg
vegetable,tomatoes,vine,9/22/2023,2.02,kg
vegetable,tomatoes,cherry,9/22/2023,5.74,kg
fruit,apples,bramleys_seedling,9/15/2023,1.09,kg
fruit,apples,coxs_orange_group,9/15/2023,1.39,kg
fruit,apples,gala,9/15/2023,0.93,kg
fruit,apples,other_early_season,9/15/2023,0.99,kg
fruit,blackberries,blackberries,9/15/2023,10.9,kg
fruit,blueberries,blueberries,9/15/2023,10.38,kg
fruit,pears,conference,9/15/2023,1.25,kg
fruit,plums,victoria,9/15/2023,2.52,kg
fruit,plums,all_other,9/15/2023,2.2,kg
fruit,raspberries,raspberries,9/15/2023,11.07,kg
fruit,strawberries,strawberries,9/15/2023,3.58,kg
vegetable,beans,broad,9/15/2023,2.43,kg
vegetable,beans,dwarf_french_or_kidney,9/15/2023,2.48,kg
vegetable,beans,runner_climbing,9/15/2023,2.73,kg
vegetable,beetroot,beetroot,9/15/2023,0.68,kg
vegetable,brussels_sprouts,brussels_sprouts,9/15/2023,1.15,kg
vegetable,pak_choi,pak_choi,9/15/2023,3.58,kg
vegetable,curly_kale,curly_kale,9/15/2023,4.18,kg
vegetable,cabbage,red,9/15/2023,0.7,kg
vegetable,cabbage,savoy,9/15/2023,0.62,head
vegetable,spring_greens,prepacked,9/15/2023,1.35,kg
vegetable,cabbage,summer_autumn_pointed,9/15/2023,0.73,kg
vegetable,cabbage,white,9/15/2023,0.59,kg
vegetable,cabbage,round_green_other,9/15/2023,0.66,head
vegetable,calabrese,calabrese,9/15/2023,2.05,kg
vegetable,capsicum,red,9/15/2023,1.98,kg
vegetable,carrots,topped_washed,9/15/2023,0.57,kg
vegetable,cauliflower,all,9/15/2023,0.56,head
vegetable,celery,all_washed,9/15/2023,1.06,kg
vegetable,celeriac,celeriac,9/15/2023,0.86,kg
vegetable,chinese_leaf,chinese_leaf,9/15/2023,1.14,kg
